"","varnumber","varname","codevalue","valuelabel","frequency","percent"
"719",35000,"CIPCODE","26.1004","Toxicology",81,0.03
"720",35000,"CIPCODE","26.1005","Molecular Toxicology",3,0
"721",35000,"CIPCODE","26.1006","Environmental Toxicology",23,0.01
"722",35000,"CIPCODE","26.1007","Pharmacology and Toxicology",33,0.01
"723",35000,"CIPCODE","26.1099","Pharmacology and Toxicology, Other",8,0
"724",35000,"CIPCODE","26.1101","Biometry/Biometrics",28,0.01
"725",35000,"CIPCODE","26.1102","Biostatistics",165,0.06
"726",35000,"CIPCODE","26.1103","Bioinformatics",193,0.07
"727",35000,"CIPCODE","26.1104","Computational Biology",51,0.02
"728",35000,"CIPCODE","26.1199","Biomathematics, Bioinformatics, and Computational Biology, Other",46,0.02
"729",35000,"CIPCODE","26.1201","Biotechnology",331,0.11
"730",35000,"CIPCODE","26.1301","Ecology",137,0.05
"731",35000,"CIPCODE","26.1302","Marine Biology and Biological Oceanography",156,0.05
"732",35000,"CIPCODE","26.1303","Evolutionary Biology",30,0.01
"733",35000,"CIPCODE","26.1304","Aquatic Biology/Limnology",14,0
"734",35000,"CIPCODE","26.1305","Environmental Biology",82,0.03
"735",35000,"CIPCODE","26.1306","Population Biology",4,0
"736",35000,"CIPCODE","26.1307","Conservation Biology",55,0.02
"737",35000,"CIPCODE","26.1308","Systematic Biology/Biological Systematics",3,0
"738",35000,"CIPCODE","26.1309","Epidemiology",159,0.05
"739",35000,"CIPCODE","26.1310","Ecology and Evolutionary Biology",77,0.03
"740",35000,"CIPCODE","26.1311","Epidemiology and Biostatistics",3,0
"741",35000,"CIPCODE","26.1399","Ecology, Evolution, Systematics and Population Biology, Other",29,0.01
"742",35000,"CIPCODE","26.1401","Molecular Medicine",26,0.01
"743",35000,"CIPCODE","26.1501","Neuroscience",610,0.21
"744",35000,"CIPCODE","26.1503","Neurobiology and Anatomy",43,0.01
"745",35000,"CIPCODE","26.1504","Neurobiology and Behavior",16,0.01
"746",35000,"CIPCODE","26.1599","Neurobiology and Neurosciences, Other",18,0.01
"747",35000,"CIPCODE","26.9999","Biological and Biomedical Sciences, Other",207,0.07
"748",35000,"CIPCODE","27.0101","Mathematics, General",2619,0.88
"749",35000,"CIPCODE","27.0102","Algebra and Number Theory",1,0
"750",35000,"CIPCODE","27.0103","Analysis and Functional Analysis",3,0
"751",35000,"CIPCODE","27.0105","Topology and Foundations",2,0
"752",35000,"CIPCODE","27.0199","Mathematics, Other",56,0.02
"753",35000,"CIPCODE","27.0301","Applied Mathematics, General",443,0.15
"754",35000,"CIPCODE","27.0303","Computational Mathematics",56,0.02
"755",35000,"CIPCODE","27.0304","Computational and Applied Mathematics",74,0.02
"756",35000,"CIPCODE","27.0305","Financial Mathematics",158,0.05
"757",35000,"CIPCODE","27.0306","Mathematical Biology",8,0
"758",35000,"CIPCODE","27.0399","Applied Mathematics, Other",37,0.01
"759",35000,"CIPCODE","27.0501","Statistics, General",506,0.17
"760",35000,"CIPCODE","27.0502","Mathematical Statistics and Probability",35,0.01
"761",35000,"CIPCODE","27.0503","Mathematics and Statistics",63,0.02
"762",35000,"CIPCODE","27.0599","Statistics, Other",50,0.02
"763",35000,"CIPCODE","27.0601","Applied Statistics, General",38,0.01
"764",35000,"CIPCODE","27.9999","Mathematics and Statistics, Other",72,0.02
"765",35000,"CIPCODE","29.0201","Intelligence, General",30,0.01
"766",35000,"CIPCODE","29.0202","Strategic Intelligence",23,0.01
"767",35000,"CIPCODE","29.0203","Signal/Geospatial Intelligence",13,0
"768",35000,"CIPCODE","29.0204","Command & Control (C3, C4I) Systems and Operations",2,0
"769",35000,"CIPCODE","29.0206","Information/Psychological Warfare and Military Media Relations",1,0
"770",35000,"CIPCODE","29.0207","Cyber/Electronic Operations and Warfare",53,0.02
"771",35000,"CIPCODE","29.0299","Intelligence, Command Control and Information Operations, Other",2,0
"772",35000,"CIPCODE","29.0301","Combat Systems Engineering",3,0
"773",35000,"CIPCODE","29.0303","Engineering Acoustics",2,0
"774",35000,"CIPCODE","29.0304","Low-Observables and Stealth Technology",1,0
"775",35000,"CIPCODE","29.0305","Space Systems Operations",6,0
"776",35000,"CIPCODE","29.0306","Operational Oceanography",2,0
"777",35000,"CIPCODE","29.0307","Undersea Warfare",2,0
"778",35000,"CIPCODE","29.0399","Military Applied Sciences, Other",10,0
"779",35000,"CIPCODE","29.0401","Aerospace Ground Equipment Technology",1,0
"780",35000,"CIPCODE","29.0402","Air and Space Operations Technology",4,0
"781",35000,"CIPCODE","29.0404","Explosive Ordinance/Bomb Disposal",2,0
"782",35000,"CIPCODE","29.0405","Joint Command/Task Force (C3, C4I) Systems",1,0
"783",35000,"CIPCODE","29.0499","Military Systems and Maintenance Technology, Other",1,0
"784",35000,"CIPCODE","29.0601","Military Technology and Applied Sciences Management",1,0
"785",35000,"CIPCODE","29.9999","Military Technologies and Applied Sciences, Other",17,0.01
"786",35000,"CIPCODE","30.0000","Multi-/Interdisciplinary Studies, General",430,0.15
"787",35000,"CIPCODE","30.0001","Comprehensive Transition and Postsecondary (CTP) Program",6,0
"788",35000,"CIPCODE","30.0101","Biological and Physical Sciences",432,0.15
"789",35000,"CIPCODE","30.0501","Peace Studies and Conflict Resolution",179,0.06
"790",35000,"CIPCODE","30.0601","Systems Science and Theory",83,0.03
"791",35000,"CIPCODE","30.0801","Mathematics and Computer Science",145,0.05
"792",35000,"CIPCODE","30.1001","Biopsychology",33,0.01
"793",35000,"CIPCODE","30.1101","Gerontology",283,0.1
"794",35000,"CIPCODE","30.1201","Historic Preservation and Conservation, General",86,0.03
"795",35000,"CIPCODE","30.1202","Cultural Resource Management and Policy Analysis",26,0.01
"796",35000,"CIPCODE","30.1299","Historic Preservation and Conservation, Other",11,0
"797",35000,"CIPCODE","30.1301","Medieval and Renaissance Studies",92,0.03
"798",35000,"CIPCODE","30.1401","Museology/Museum Studies",115,0.04
"799",35000,"CIPCODE","30.1501","Science, Technology and Society",118,0.04
"800",35000,"CIPCODE","30.1601","Accounting and Computer Science",12,0
"801",35000,"CIPCODE","30.1701","Behavioral Sciences",180,0.06
"802",35000,"CIPCODE","30.1801","Natural Sciences",169,0.06
"803",35000,"CIPCODE","30.1901","Nutrition Sciences",305,0.1
"804",35000,"CIPCODE","30.2001","International/Globalization Studies",664,0.22
"805",35000,"CIPCODE","30.2101","Holocaust and Related Studies",13,0
"806",35000,"CIPCODE","30.2201","Ancient Studies/Civilization",64,0.02
"807",35000,"CIPCODE","30.2202","Classical, Ancient Mediterranean, and Near Eastern Studies and Archaeology",59,0.02
"808",35000,"CIPCODE","30.2301","Intercultural/Multicultural and Diversity Studies",129,0.04
"809",35000,"CIPCODE","30.2501","Cognitive Science, General",134,0.05
"810",35000,"CIPCODE","30.2502","Contemplative Studies/Inquiry",2,0
"811",35000,"CIPCODE","30.2601","Cultural Studies/Critical Theory and Analysis",73,0.02
"812",35000,"CIPCODE","30.2701","Human Biology",54,0.02
"813",35000,"CIPCODE","30.2801","Dispute Resolution",58,0.02
"814",35000,"CIPCODE","30.2901","Maritime Studies",7,0
"815",35000,"CIPCODE","30.3001","Computational Science",139,0.05
"816",35000,"CIPCODE","30.3101","Human Computer Interaction",71,0.02
"817",35000,"CIPCODE","30.3201","Marine Sciences",43,0.01
"818",35000,"CIPCODE","30.3301","Sustainability Studies",352,0.12
"819",35000,"CIPCODE","30.3401","Anthrozoology",3,0
"820",35000,"CIPCODE","30.3501","Climate Science",1,0
"821",35000,"CIPCODE","30.3601","Cultural Studies and Comparative Literature",4,0
"822",35000,"CIPCODE","30.3801","Earth Systems Science",4,0
"823",35000,"CIPCODE","30.3901","Economics and Computer Science",2,0
"824",35000,"CIPCODE","30.4101","Environmental Geosciences",9,0
"825",35000,"CIPCODE","30.4301","Geobiology",1,0
"826",35000,"CIPCODE","30.4401","Geography and Environmental Studies",17,0.01
"827",35000,"CIPCODE","30.4501","History and Language/Literature",2,0
"828",35000,"CIPCODE","30.4601","History and Political Science",13,0
"829",35000,"CIPCODE","30.4701","Linguistics and Anthropology",3,0
"830",35000,"CIPCODE","30.4801","Linguistics and Computer Science",1,0
"831",35000,"CIPCODE","30.4901","Mathematical Economics",3,0
"832",35000,"CIPCODE","30.5101","Philosophy, Politics, and Economics",16,0.01
"833",35000,"CIPCODE","30.5202","Digital Humanities",9,0
"834",35000,"CIPCODE","30.5301","Thanatology",2,0
"835",35000,"CIPCODE","30.7001","Data Science, General",131,0.04
"836",35000,"CIPCODE","30.7099","Data Science, Other",5,0
"837",35000,"CIPCODE","30.7101","Data Analytics, General",65,0.02
"838",35000,"CIPCODE","30.7102","Business Analytics",79,0.03
"839",35000,"CIPCODE","30.7103","Data Visualization",3,0
"840",35000,"CIPCODE","30.7104","Financial Analytics",6,0
"841",35000,"CIPCODE","30.7199","Data Analytics, Other",3,0
"842",35000,"CIPCODE","30.9999","Multi-/Interdisciplinary Studies, Other",1315,0.44
"843",35000,"CIPCODE","31.0101","Parks, Recreation, and Leisure Studies",234,0.08
"844",35000,"CIPCODE","31.0301","Parks, Recreation, and Leisure Facilities Management, General",226,0.08
"845",35000,"CIPCODE","31.0302","Golf Course Operation and Grounds Management",22,0.01
"846",35000,"CIPCODE","31.0399","Parks, Recreation, and Leisure Facilities Management, Other",4,0
"847",35000,"CIPCODE","31.0501","Sports, Kinesiology, and Physical Education/Fitness, General",637,0.21
"848",35000,"CIPCODE","31.0504","Sport and Fitness Administration/Management",1000,0.34
"849",35000,"CIPCODE","31.0505","Exercise Science and Kinesiology",1130,0.38
"850",35000,"CIPCODE","31.0507","Physical Fitness Technician",189,0.06
"851",35000,"CIPCODE","31.0508","Sports Studies",73,0.02
"852",35000,"CIPCODE","31.0599","Sports, Kinesiology, and Physical Education/Fitness, Other",136,0.05
"853",35000,"CIPCODE","31.0601","Outdoor Education",55,0.02
"854",35000,"CIPCODE","31.9999","Parks, Recreation, Leisure, Fitness, and Kinesiology, Other",40,0.01
"855",35000,"CIPCODE","38.0001","Philosophy and Religious Studies, General",90,0.03
"856",35000,"CIPCODE","38.0101","Philosophy",1661,0.56
"857",35000,"CIPCODE","38.0102","Logic",9,0
"858",35000,"CIPCODE","38.0103","Ethics",37,0.01
"859",35000,"CIPCODE","38.0104","Applied and Professional Ethics",48,0.02
"860",35000,"CIPCODE","38.0199","Philosophy, Other",38,0.01
"861",35000,"CIPCODE","38.0201","Religion/Religious Studies",1048,0.35
"862",35000,"CIPCODE","38.0202","Buddhist Studies",5,0
"863",35000,"CIPCODE","38.0203","Christian Studies",139,0.05
"864",35000,"CIPCODE","38.0204","Hindu Studies",1,0
"865",35000,"CIPCODE","38.0205","Islamic Studies",29,0.01
"866",35000,"CIPCODE","38.0206","Jewish/Judaic Studies",146,0.05
"867",35000,"CIPCODE","38.0207","Talmudic Studies",124,0.04
"868",35000,"CIPCODE","38.0208","Catholic Studies",3,0
"869",35000,"CIPCODE","38.0299","Religion/Religious Studies, Other",40,0.01
"870",35000,"CIPCODE","38.9999","Philosophy and Religious Studies, Other",83,0.03
"871",35000,"CIPCODE","39.0201","Bible/Biblical Studies",534,0.18
"872",35000,"CIPCODE","39.0301","Missions/Missionary Studies",234,0.08
"873",35000,"CIPCODE","39.0302","Church Planting",7,0
"874",35000,"CIPCODE","39.0401","Religious Education",221,0.07
"875",35000,"CIPCODE","39.0501","Religious/Sacred Music",202,0.07
"876",35000,"CIPCODE","39.0502","Worship Ministry",29,0.01
"877",35000,"CIPCODE","39.0599","Religious Music and Worship, Other",5,0
"878",35000,"CIPCODE","39.0601","Theology/Theological Studies",632,0.21
"879",35000,"CIPCODE","39.0602","Divinity/Ministry",424,0.14
"880",35000,"CIPCODE","39.0604","Pre-Theology/Pre-Ministerial Studies",65,0.02
"881",35000,"CIPCODE","39.0605","Rabbinical Studies",17,0.01
"882",35000,"CIPCODE","39.0699","Theological and Ministerial Studies, Other",243,0.08
"883",35000,"CIPCODE","39.0701","Pastoral Studies/Counseling",233,0.08
"884",35000,"CIPCODE","39.0702","Youth Ministry",145,0.05
"885",35000,"CIPCODE","39.0703","Urban Ministry",25,0.01
"886",35000,"CIPCODE","39.0704","Women's Ministry",21,0.01
"887",35000,"CIPCODE","39.0705","Lay Ministry",90,0.03
"888",35000,"CIPCODE","39.0706","Chaplain/Chaplaincy Studies",8,0
"889",35000,"CIPCODE","39.0799","Pastoral Counseling and Specialized Ministries, Other",118,0.04
"890",35000,"CIPCODE","39.0801","Religious Institution Administration and Management",6,0
"891",35000,"CIPCODE","39.9999","Theology and Religious Vocations, Other",182,0.06
"892",35000,"CIPCODE","40.0101","Physical Sciences, General",234,0.08
"893",35000,"CIPCODE","40.0201","Astronomy",183,0.06
"894",35000,"CIPCODE","40.0202","Astrophysics",87,0.03
"895",35000,"CIPCODE","40.0203","Planetary Astronomy and Science",21,0.01
"896",35000,"CIPCODE","40.0299","Astronomy and Astrophysics, Other",22,0.01
"897",35000,"CIPCODE","40.0401","Atmospheric Sciences and Meteorology, General",146,0.05
"898",35000,"CIPCODE","40.0402","Atmospheric Chemistry and Climatology",5,0
"899",35000,"CIPCODE","40.0403","Atmospheric Physics and Dynamics",2,0
"900",35000,"CIPCODE","40.0404","Meteorology",50,0.02
"901",35000,"CIPCODE","40.0499","Atmospheric Sciences and Meteorology, Other",9,0
"902",35000,"CIPCODE","40.0501","Chemistry, General",2229,0.75
"903",35000,"CIPCODE","40.0502","Analytical Chemistry",12,0
"904",35000,"CIPCODE","40.0503","Inorganic Chemistry",2,0
"905",35000,"CIPCODE","40.0504","Organic Chemistry",7,0
"906",35000,"CIPCODE","40.0506","Physical Chemistry",4,0
"907",35000,"CIPCODE","40.0507","Polymer Chemistry",18,0.01
"908",35000,"CIPCODE","40.0508","Chemical Physics",32,0.01
"909",35000,"CIPCODE","40.0509","Environmental Chemistry",21,0.01
"910",35000,"CIPCODE","40.0510","Forensic Chemistry",49,0.02
"911",35000,"CIPCODE","40.0511","Theoretical Chemistry",4,0
"912",35000,"CIPCODE","40.0512","Cheminformatics/Chemistry Informatics",1,0
"913",35000,"CIPCODE","40.0599","Chemistry, Other",108,0.04
"914",35000,"CIPCODE","40.0601","Geology/Earth Science, General",960,0.32
"915",35000,"CIPCODE","40.0602","Geochemistry",23,0.01
"916",35000,"CIPCODE","40.0603","Geophysics and Seismology",90,0.03
"917",35000,"CIPCODE","40.0604","Paleontology",4,0
"918",35000,"CIPCODE","40.0605","Hydrology and Water Resources Science",74,0.02
"919",35000,"CIPCODE","40.0607","Oceanography, Chemical and Physical",81,0.03
"920",35000,"CIPCODE","40.0699","Geological and Earth Sciences/Geosciences, Other",150,0.05
"921",35000,"CIPCODE","40.0801","Physics, General",1645,0.56
"922",35000,"CIPCODE","40.0802","Atomic/Molecular Physics",9,0
"923",35000,"CIPCODE","40.0804","Elementary Particle Physics",2,0
"924",35000,"CIPCODE","40.0806","Nuclear Physics",3,0
"925",35000,"CIPCODE","40.0807","Optics/Optical Sciences",30,0.01
"926",35000,"CIPCODE","40.0808","Condensed Matter and Materials Physics",6,0
"927",35000,"CIPCODE","40.0809","Acoustics",10,0
"928",35000,"CIPCODE","40.0810","Theoretical and Mathematical Physics",9,0
"929",35000,"CIPCODE","40.0899","Physics, Other",95,0.03
"930",35000,"CIPCODE","40.1001","Materials Science",94,0.03
"931",35000,"CIPCODE","40.1002","Materials Chemistry",7,0
"932",35000,"CIPCODE","40.1099","Materials Sciences, Other",10,0
"933",35000,"CIPCODE","40.1101","Physics and Astronomy",5,0
"934",35000,"CIPCODE","40.9999","Physical Sciences, Other",76,0.03
"935",35000,"CIPCODE","41.0000","Science Technologies/Technicians, General",17,0.01
"936",35000,"CIPCODE","41.0101","Biology/Biotechnology Technology/Technician",149,0.05
"937",35000,"CIPCODE","41.0204","Industrial Radiologic Technology/Technician",16,0.01
"938",35000,"CIPCODE","41.0205","Nuclear/Nuclear Power Technology/Technician",16,0.01
"939",35000,"CIPCODE","41.0299","Nuclear and Industrial Radiologic Technologies/Technicians, Other",4,0
"940",35000,"CIPCODE","41.0301","Chemical Technology/Technician",130,0.04
"941",35000,"CIPCODE","41.0303","Chemical Process Technology",17,0.01
"942",35000,"CIPCODE","41.0399","Physical Science Technologies/Technicians, Other",1,0
"943",35000,"CIPCODE","41.9999","Science Technologies/Technicians, Other",108,0.04
"944",35000,"CIPCODE","42.0101","Psychology, General",2924,0.99
"945",35000,"CIPCODE","42.2701","Cognitive Psychology and Psycholinguistics",43,0.01
"946",35000,"CIPCODE","42.2702","Comparative Psychology",2,0
"947",35000,"CIPCODE","42.2703","Developmental and Child Psychology",110,0.04
"948",35000,"CIPCODE","42.2704","Experimental Psychology",144,0.05
"949",35000,"CIPCODE","42.2705","Personality Psychology",5,0
"950",35000,"CIPCODE","42.2706","Behavioral Neuroscience",52,0.02
"951",35000,"CIPCODE","42.2707","Social Psychology",52,0.02
"952",35000,"CIPCODE","42.2708","Psychometrics and Quantitative Psychology",26,0.01
"953",35000,"CIPCODE","42.2709","Psychopharmacology",3,0
"954",35000,"CIPCODE","42.2799","Research and Experimental Psychology, Other",235,0.08
"955",35000,"CIPCODE","42.2801","Clinical Psychology",332,0.11
"956",35000,"CIPCODE","42.2802","Community Psychology",53,0.02
"957",35000,"CIPCODE","42.2803","Counseling Psychology",452,0.15
"958",35000,"CIPCODE","42.2804","Industrial and Organizational Psychology",192,0.06
"959",35000,"CIPCODE","42.2805","School Psychology",343,0.12
"960",35000,"CIPCODE","42.2806","Educational Psychology",205,0.07
"961",35000,"CIPCODE","42.2807","Clinical Child Psychology",20,0.01
"962",35000,"CIPCODE","42.2808","Environmental Psychology",5,0
"963",35000,"CIPCODE","42.2809","Geropsychology",6,0
"964",35000,"CIPCODE","42.2810","Health/Medical Psychology",45,0.02
"965",35000,"CIPCODE","42.2811","Family Psychology",15,0.01
"966",35000,"CIPCODE","42.2812","Forensic Psychology",88,0.03
"967",35000,"CIPCODE","42.2813","Applied Psychology",125,0.04
"968",35000,"CIPCODE","42.2814","Applied Behavior Analysis",210,0.07
"969",35000,"CIPCODE","42.2815","Performance and Sport Psychology",10,0
"970",35000,"CIPCODE","42.2817","Transpersonal/Spiritual Psychology",4,0
"971",35000,"CIPCODE","42.2899","Clinical, Counseling and Applied Psychology, Other",77,0.03
"972",35000,"CIPCODE","42.9999","Psychology, Other",165,0.06
"973",35000,"CIPCODE","43.0100","Criminal Justice and Corrections, General",64,0.02
"974",35000,"CIPCODE","43.0102","Corrections",346,0.12
"975",35000,"CIPCODE","43.0103","Criminal Justice/Law Enforcement Administration",1237,0.42
"976",35000,"CIPCODE","43.0104","Criminal Justice/Safety Studies",1575,0.53
"977",35000,"CIPCODE","43.0107","Criminal Justice/Police Science",1109,0.37
"978",35000,"CIPCODE","43.0109","Security and Loss Prevention Services",62,0.02
"979",35000,"CIPCODE","43.0110","Juvenile Corrections",28,0.01
"980",35000,"CIPCODE","43.0112","Securities Services Administration/Management",74,0.02
"981",35000,"CIPCODE","43.0113","Corrections Administration",21,0.01
"982",35000,"CIPCODE","43.0114","Law Enforcement Investigation and Interviewing",19,0.01
"983",35000,"CIPCODE","43.0115","Law Enforcement Record-Keeping and Evidence Management",3,0
"984",35000,"CIPCODE","43.0119","Critical Incident Response/Special Police Operations",2,0
"985",35000,"CIPCODE","43.0120","Protective Services Operations",8,0
"986",35000,"CIPCODE","43.0199","Corrections and Criminal Justice, Other",168,0.06
"987",35000,"CIPCODE","43.0201","Fire Prevention and Safety Technology/Technician",314,0.11
"988",35000,"CIPCODE","43.0202","Fire Services Administration",126,0.04
"989",35000,"CIPCODE","43.0203","Fire Science/Fire-fighting",573,0.19
"990",35000,"CIPCODE","43.0204","Fire Systems Technology",20,0.01
"991",35000,"CIPCODE","43.0205","Fire/Arson Investigation and Prevention",8,0
"992",35000,"CIPCODE","43.0206","Wildland/Forest Firefighting and Investigation",21,0.01
"993",35000,"CIPCODE","43.0299","Fire Protection, Other",18,0.01
"994",35000,"CIPCODE","43.0301","Homeland Security",202,0.07
"995",35000,"CIPCODE","43.0302","Crisis/Emergency/Disaster Management",286,0.1
"996",35000,"CIPCODE","43.0303","Critical Infrastructure Protection",45,0.02
"997",35000,"CIPCODE","43.0304","Terrorism and Counterterrorism Operations",19,0.01
"998",35000,"CIPCODE","43.0399","Homeland Security, Other",25,0.01
"999",35000,"CIPCODE","43.0401","Security Science and Technology, General",2,0
"1000",35000,"CIPCODE","43.0402","Criminalistics and Criminal Science",44,0.01
"1001",35000,"CIPCODE","43.0403","Cyber/Computer Forensics and Counterterrorism",178,0.06
"1002",35000,"CIPCODE","43.0404","Cybersecurity Defense Strategy/Policy",46,0.02
"1003",35000,"CIPCODE","43.0405","Financial Forensics and Fraud Investigation",53,0.02
"1004",35000,"CIPCODE","43.0406","Forensic Science and Technology",387,0.13
"1005",35000,"CIPCODE","43.0407","Geospatial Intelligence",5,0
"1006",35000,"CIPCODE","43.0408","Law Enforcement Intelligence Analysis",22,0.01
"1007",35000,"CIPCODE","43.9999","Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other",145,0.05
"1008",35000,"CIPCODE","44.0000","Human Services, General",720,0.24
"1009",35000,"CIPCODE","44.0201","Community Organization and Advocacy",196,0.07
"1010",35000,"CIPCODE","44.0401","Public Administration",815,0.28
"1011",35000,"CIPCODE","44.0403","Transportation and Infrastructure Planning/Studies",1,0
"1012",35000,"CIPCODE","44.0501","Public Policy Analysis, General",322,0.11
"1013",35000,"CIPCODE","44.0502","Education Policy Analysis",12,0
"1014",35000,"CIPCODE","44.0503","Health Policy Analysis",40,0.01
"1015",35000,"CIPCODE","44.0504","International Policy Analysis",38,0.01
"1016",35000,"CIPCODE","44.0599","Public Policy Analysis, Other",17,0.01
"1017",35000,"CIPCODE","44.0701","Social Work",1334,0.45
"1018",35000,"CIPCODE","44.0702","Youth Services/Administration",43,0.01
"1019",35000,"CIPCODE","44.0799","Social Work, Other",62,0.02
"1020",35000,"CIPCODE","44.9999","Public Administration and Social Service Professions, Other",121,0.04
"1021",35000,"CIPCODE","45.0101","Social Sciences, General",619,0.21
"1022",35000,"CIPCODE","45.0102","Research Methodology and Quantitative Methods",57,0.02
"1023",35000,"CIPCODE","45.0201","Anthropology, General",1113,0.38
"1024",35000,"CIPCODE","45.0202","Physical and Biological Anthropology",14,0
"1025",35000,"CIPCODE","45.0203","Medical Anthropology",24,0.01
"1026",35000,"CIPCODE","45.0204","Cultural Anthropology",19,0.01
"1027",35000,"CIPCODE","45.0205","Forensic Anthropology",2,0
"1028",35000,"CIPCODE","45.0299","Anthropology, Other",45,0.02
"1029",35000,"CIPCODE","45.0301","Archeology",113,0.04
"1030",35000,"CIPCODE","45.0401","Criminology",402,0.14
"1031",35000,"CIPCODE","45.0501","Demography and Population Studies",26,0.01
"1032",35000,"CIPCODE","45.0502","Applied Demography",2,0
"1033",35000,"CIPCODE","45.0601","Economics, General",1482,0.5
"1034",35000,"CIPCODE","45.0602","Applied Economics",76,0.03
"1035",35000,"CIPCODE","45.0603","Econometrics and Quantitative Economics",495,0.17
"1036",35000,"CIPCODE","45.0604","Development Economics and International Development",84,0.03
"1037",35000,"CIPCODE","45.0605","International Economics",45,0.02
"1038",35000,"CIPCODE","45.0699","Economics, Other",77,0.03
"1039",35000,"CIPCODE","45.0701","Geography",717,0.24
"1040",35000,"CIPCODE","45.0702","Geographic Information Science and Cartography",493,0.17
"1041",35000,"CIPCODE","45.0799","Geography, Other",58,0.02
"1042",35000,"CIPCODE","45.0901","International Relations and Affairs",721,0.24
"1043",35000,"CIPCODE","45.0902","National Security Policy Studies",57,0.02
"1044",35000,"CIPCODE","45.0999","International Relations and National Security Studies, Other",39,0.01
"1045",35000,"CIPCODE","45.1001","Political Science and Government, General",2288,0.77
"1046",35000,"CIPCODE","45.1002","American Government and Politics (United States)",46,0.02
"1047",35000,"CIPCODE","45.1004","Political Economy",40,0.01
"1048",35000,"CIPCODE","45.1099","Political Science and Government, Other",105,0.04
"1049",35000,"CIPCODE","45.1101","Sociology, General",2107,0.71
"1050",35000,"CIPCODE","45.1102","Applied/Public Sociology",8,0
"1051",35000,"CIPCODE","45.1103","Rural Sociology",7,0
"1052",35000,"CIPCODE","45.1201","Urban Studies/Affairs",213,0.07
"1053",35000,"CIPCODE","45.1301","Sociology and Anthropology",75,0.03
"1054",35000,"CIPCODE","45.9999","Social Sciences, Other",233,0.08
"1055",35000,"CIPCODE","46.0000","Construction Trades, General",180,0.06
"1056",35000,"CIPCODE","46.0101","Mason/Masonry",72,0.02
"1057",35000,"CIPCODE","46.0201","Carpentry/Carpenter",413,0.14
"1058",35000,"CIPCODE","46.0301","Electrical and Power Transmission Installation/Installer, General",139,0.05
"1059",35000,"CIPCODE","46.0302","Electrician",841,0.28
"1060",35000,"CIPCODE","46.0303","Lineworker",102,0.03
"1061",35000,"CIPCODE","46.0399","Electrical and Power Transmission Installers, Other",35,0.01
"1062",35000,"CIPCODE","46.0401","Building/Property Maintenance",178,0.06
"1063",35000,"CIPCODE","46.0402","Concrete Finishing/Concrete Finisher",9,0
"1064",35000,"CIPCODE","46.0403","Building/Home/Construction Inspection/Inspector",70,0.02
"1065",35000,"CIPCODE","46.0404","Drywall Installation/Drywaller",10,0
"1066",35000,"CIPCODE","46.0406","Glazier",10,0
"1067",35000,"CIPCODE","46.0408","Painting/Painter and Wall Coverer",14,0
"1068",35000,"CIPCODE","46.0410","Roofer",3,0
"1069",35000,"CIPCODE","46.0411","Metal Building Assembly/Assembler",1,0
"1070",35000,"CIPCODE","46.0412","Building/Construction Site Management/Manager",123,0.04
"1071",35000,"CIPCODE","46.0413","Carpet, Floor, and Tile Worker",3,0
"1072",35000,"CIPCODE","46.0414","Insulator",3,0
"1073",35000,"CIPCODE","46.0415","Building Construction Technology/Technician",215,0.07
"1074",35000,"CIPCODE","46.0499","Building/Construction Finishing, Management, and Inspection, Other",98,0.03
"1075",35000,"CIPCODE","46.0502","Pipefitting/Pipefitter and Sprinkler Fitter",58,0.02
"1076",35000,"CIPCODE","46.0503","Plumbing Technology/Plumber",210,0.07
"1077",35000,"CIPCODE","46.0504","Well Drilling/Driller",2,0
"1078",35000,"CIPCODE","46.0505","Blasting/Blaster",2,0
"1079",35000,"CIPCODE","46.0599","Plumbing and Related Water Supply Services, Other",11,0
"1080",35000,"CIPCODE","46.9999","Construction Trades, Other",57,0.02
"1081",35000,"CIPCODE","47.0000","Mechanics and Repairers, General",24,0.01
"1082",35000,"CIPCODE","47.0101","Electrical/Electronics Equipment Installation and Repair Technology/Technician, General",245,0.08
"1083",35000,"CIPCODE","47.0102","Business Machine Repair",1,0
"1084",35000,"CIPCODE","47.0103","Communications Systems Installation and Repair Technology/Technician",48,0.02
"1085",35000,"CIPCODE","47.0104","Computer Installation and Repair Technology/Technician",189,0.06
"1086",35000,"CIPCODE","47.0105","Industrial Electronics Technology/Technician",221,0.07
"1087",35000,"CIPCODE","47.0106","Appliance Installation and Repair Technology/Technician",24,0.01
"1088",35000,"CIPCODE","47.0110","Security System Installation, Repair, and Inspection Technology/Technician",6,0
"1089",35000,"CIPCODE","47.0199","Electrical/Electronics Maintenance and Repair Technologies/Technicians, Other",34,0.01
"1090",35000,"CIPCODE","47.0201","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician",1099,0.37
"1091",35000,"CIPCODE","47.0302","Heavy Equipment Maintenance Technology/Technician",104,0.04
"1092",35000,"CIPCODE","47.0303","Industrial Mechanics and Maintenance Technology/Technician",615,0.21
"1093",35000,"CIPCODE","47.0399","Heavy/Industrial Equipment Maintenance Technologies/Technicians, Other",21,0.01
"1094",35000,"CIPCODE","47.0402","Gunsmithing/Gunsmith",35,0.01
